Date,Open,High,Low,Close,Adj Close,Volume
2018-06-25,80.779999,83.540001,79.300003,82.730003,66.747566,60379800
2018-07-02,81.889999,83.449997,81.320000,82.330002,66.424850,33868400
2018-07-09,82.809998,84.120003,82.029999,83.309998,67.215500,44852300
2018-07-16,82.519997,82.790001,81.250000,81.400002,65.674507,42247500
2018-07-23,81.949997,84.400002,80.809998,81.919998,66.094063,60501400
2018-07-30,82.129997,82.150002,79.449997,80.199997,64.706329,48111300
2018-08-06,80.250000,81.589996,78.860001,79.419998,64.077003,50797700
2018-08-13,79.449997,79.750000,76.510002,78.260002,63.792381,56320500
2018-08-20,78.260002,80.050003,78.169998,79.620003,64.900970,41191600
2018-08-27,79.910004,81.040001,79.769997,80.169998,65.349289,41651000
2018-09-03,80.410004,81.930000,79.599998,81.830002,66.702415,52471800
2018-09-10,82.239998,83.779999,81.629997,82.919998,67.590912,54871400
2018-09-17,83.000000,85.430000,82.989998,85.169998,69.424957,65874400
2018-09-24,85.790001,87.360001,84.989998,85.019997,69.302696,53806000
2018-10-01,85.349998,86.889999,84.930000,85.339996,69.563515,46648700
2018-10-08,84.790001,86.879997,80.269997,81.379997,66.335587,75530100
2018-10-15,81.379997,82.470001,80.010002,81.970001,66.816536,62135600
2018-10-22,82.000000,82.180000,76.959999,77.529999,63.197327,71500500
2018-10-29,78.070000,82.449997,76.220001,81.949997,66.800224,83604000
2018-11-05,82.500000,83.750000,79.690002,80.870003,65.919884,69513600
2018-11-12,81.660004,81.730003,75.910004,78.959999,65.015434,78669800
2018-11-19,78.459999,79.360001,74.699997,75.489998,62.158253,45525200
2018-11-26,76.239998,79.599998,76.120003,79.500000,65.460075,59863000
2018-12-03,80.239998,81.949997,76.919998,77.639999,63.928551,77398600
2018-12-10,77.860001,78.199997,74.800003,75.580002,62.232349,74667400
2018-12-17,75.260002,75.599998,67.669998,68.120003,56.089821,131835900
2018-12-24,66.870003,69.580002,64.650002,68.169998,56.130989,80938100
2018-12-31,68.320000,71.269997,67.260002,71.150002,58.584713,62443900
2019-01-07,71.250000,72.599998,70.739998,71.720001,59.054043,58697900
2019-01-14,71.209999,73.290001,70.900002,72.989998,60.099747,59807200
2019-01-21,72.389999,72.709999,70.639999,71.720001,59.054043,48491500
2019-01-28,71.019997,76.489998,70.370003,75.919998,62.512306,78561700
2019-02-04,75.760002,75.769997,72.730003,73.980003,60.914917,65515800
2019-02-11,73.879997,77.760002,73.400002,77.709999,64.696571,63351800
2019-02-18,77.559998,78.949997,77.449997,78.419998,65.287674,45969900
2019-02-25,78.430000,80.000000,78.199997,80.000000,66.603096,62680500
2019-03-04,80.239998,80.550003,77.860001,79.010002,65.778870,83222000
2019-03-11,79.980003,80.910004,79.650002,80.150002,66.727959,67934200
2019-03-18,80.440002,82.000000,80.300003,80.480003,67.002708,59525400
2019-03-25,80.000000,81.480003,79.589996,80.800003,67.269112,46353400
2019-04-01,81.230003,82.529999,80.610001,82.489998,68.676102,46445000
2019-04-08,82.669998,83.199997,80.580002,80.919998,67.369011,53747900
2019-04-15,80.889999,81.830002,80.519997,81.129997,67.543854,33347100
2019-04-22,81.870003,83.489998,79.559998,80.489998,67.011032,62238200
2019-04-29,80.120003,80.529999,77.239998,77.470001,64.496773,65196100
2019-05-06,76.919998,77.660004,75.169998,76.559998,63.739155,62496400
2019-05-13,75.650002,76.949997,75.209999,75.910004,63.922417,49027100
2019-05-20,76.050003,76.459999,73.040001,74.099998,62.398243,45216100
2019-05-27,74.239998,74.250000,70.629997,70.769997,59.594101,51903500
2019-06-03,71.089996,74.959999,70.970001,74.580002,62.802448,53706200
2019-06-10,75.190002,75.809998,73.809998,74.349998,62.608765,42658600
2019-06-17,74.160004,77.760002,74.040001,77.690002,65.421318,68542400
2019-06-24,77.529999,77.760002,75.760002,76.629997,64.528694,54046400
2019-07-01,77.129997,77.930000,75.410004,76.129997,64.107658,34040200
2019-07-08,76.139999,77.879997,75.730003,77.629997,65.370796,36359500
2019-07-15,77.629997,77.739998,74.180000,74.989998,63.147694,47400700
2019-07-22,75.239998,76.050003,74.500000,74.809998,62.996117,41941400
2019-07-29,74.879997,75.660004,71.180000,71.750000,60.419350,65667200
2019-08-05,70.779999,72.410004,69.400002,70.839996,59.653049,74585100
2019-08-12,70.059998,70.620003,66.529999,68.300003,57.514160,65583700
2019-08-19,68.970001,69.980003,67.029999,67.489998,57.538731,54254400
2019-08-26,68.120003,69.080002,66.970001,68.480003,58.382751,44667100
2019-09-02,67.889999,70.949997,67.629997,70.930000,60.471504,37128900
2019-09-09,71.160004,72.849998,70.699997,72.639999,61.929371,53614600
2019-09-16,75.040001,75.180000,71.860001,72.080002,61.451946,69361400
2019-09-23,71.519997,72.360001,70.629997,71.480003,60.940407,45481700
2019-09-30,71.239998,71.449997,66.309998,68.970001,58.800499,55874900
2019-10-07,68.699997,69.489998,66.639999,68.980003,58.809032,46524600
2019-10-14,68.599998,70.000000,67.610001,67.610001,57.641041,45876000
2019-10-21,67.820000,70.050003,67.820000,69.250000,59.039223,44987900
2019-10-28,69.459999,69.669998,67.139999,69.599998,59.337608,68222400
2019-11-04,70.070000,73.120003,69.940002,70.769997,60.335083,69964900
2019-11-11,70.209999,70.610001,68.180000,69.190002,59.699455,56898900
2019-11-18,68.699997,70.180000,67.320000,69.370003,59.854763,65856300
2019-11-25,69.370003,69.440002,68.000000,68.129997,58.784851,42501700
2019-12-02,68.500000,69.870003,67.519997,69.510002,59.975559,61232200
2019-12-09,69.080002,70.540001,68.669998,69.230003,59.733967,69770900
2019-12-16,69.699997,70.379997,69.239998,69.940002,60.346584,91676900
2019-12-23,69.860001,70.500000,69.529999,69.889999,60.303429,37508200
2019-12-30,70.089996,71.370003,69.010002,70.330002,60.683079,55684500
2020-01-06,70.320000,71.360001,68.629997,69.139999,59.656315,79414700
2020-01-13,69.199997,69.870003,68.290001,68.559998,59.155861,69089600
2020-01-20,68.379997,68.419998,66.040001,66.320000,57.223114,72860200
2020-01-27,65.419998,65.730003,61.860001,62.119999,53.599220,107926100
2020-02-03,61.380001,63.009998,59.889999,61.470001,53.038380,122578500
2020-02-10,60.480000,61.529999,59.619999,60.650002,52.330856,81510000
2020-02-17,60.150002,60.619999,58.790001,59.130001,51.751801,66886300
2020-02-24,57.619999,57.799999,48.009998,51.439999,45.021351,208900100
2020-03-02,52.590000,54.150002,47.200001,47.689999,41.739277,209216600
2020-03-09,41.709999,46.259998,35.000000,38.119999,33.363415,330945100
2020-03-16,34.400002,37.880001,31.230000,32.740002,28.654728,270112500
2020-03-23,32.529999,39.560001,30.110001,36.950001,32.339405,273676400
2020-03-30,36.230000,42.180000,35.860001,39.209999,34.317406,233798400
2020-04-06,39.880001,46.709999,39.230000,43.130001,37.748272,183686600
2020-04-13,44.450001,44.689999,38.930000,43.220001,37.827042,165309000
2020-04-20,40.750000,44.889999,39.630001,43.730000,38.273403,174641400
2020-04-27,43.590000,47.680000,42.230000,43.139999,37.757027,156797600
2020-05-04,42.509998,47.150002,42.220001,46.180000,40.417698,121538500
2020-05-11,46.110001,46.200001,40.200001,42.000000,36.759274,125827100
2020-05-18,44.400002,46.630001,43.450001,44.599998,39.791706,107687200
2020-05-25,45.740002,47.139999,44.369999,45.470001,40.567913,86717500
2020-06-01,45.320000,53.450001,44.799999,53.080002,47.357487,124828300
2020-06-08,54.720001,55.360001,45.910000,47.169998,42.084629,162174200
2020-06-15,45.349998,49.750000,44.750000,45.980000,41.022926,143790700
2020-06-22,45.689999,47.220001,43.500000,43.619999,38.917358,114981100
2020-06-29,43.810001,45.380001,43.160000,44.080002,39.327766,74712400
2020-07-06,44.669998,45.080002,41.099998,42.650002,38.051937,103224000
2020-07-13,42.980000,45.090000,42.230000,43.520000,38.828140,91437400
2020-07-20,43.209999,45.189999,42.480000,43.430000,38.747845,103070800
2020-07-27,43.230000,44.250000,40.910000,42.080002,37.543388,113898900
2020-08-03,42.049999,44.310001,41.470001,43.439999,38.756760,91125500
2020-08-10,43.990002,46.419998,42.410000,43.200001,38.542641,106792900
2020-08-17,43.169998,43.189999,40.709999,41.009998,37.310558,84237900
2020-08-24,41.279999,42.509998,39.310001,40.689999,37.019428,141800900
2020-08-31,40.639999,40.720001,38.650002,39.080002,35.554665,127586800
2020-09-07,38.250000,38.840000,36.490002,36.900002,33.571316,125602300
2020-09-14,36.910000,38.150002,36.209999,37.189999,33.835152,152295000
2020-09-21,36.430000,36.840000,33.759998,34.639999,31.515188,144188400
2020-09-28,35.139999,35.900002,32.209999,32.980000,30.004932,135975200
2020-10-05,33.320000,35.950001,33.169998,34.740002,31.606169,137118600
2020-10-12,34.540001,34.869999,33.270000,34.099998,31.023897,102529700
2020-10-19,34.099998,35.080002,33.020000,34.160000,31.078484,134566300
2020-10-26,33.610001,33.770000,31.110001,32.619999,29.677404,186634300
2020-11-02,33.139999,34.490002,32.529999,32.779999,29.822973,177123100
2020-11-09,36.419998,38.009998,34.869999,36.080002,32.825283,220234500
2020-11-16,37.590000,39.130001,36.560001,36.939999,34.418537,141491300
2020-11-23,37.500000,42.080002,37.279999,40.189999,37.446705,119497000
2020-11-30,39.799999,41.759998,37.970001,41.680000,38.834995,163219200
2020-12-07,41.419998,44.470001,40.439999,43.799999,40.810287,158835500
2020-12-14,44.340000,44.459999,42.060001,42.730000,39.813328,159807800
2020-12-21,41.110001,42.389999,40.529999,41.599998,38.760456,76787300
2020-12-28,41.689999,42.549999,40.970001,41.220001,38.406399,90759000
2021-01-04,41.450001,45.820000,41.000000,45.459999,42.356983,166440900
2021-01-11,45.040001,51.080002,44.750000,47.889999,44.621113,182047700
2021-01-18,48.450001,49.740002,46.639999,47.430000,44.192516,99584300
2021-01-25,46.900002,47.860001,44.509998,44.840000,41.779305,146711200
2021-02-01,45.580002,50.119999,44.290001,49.950001,46.540504,145072500
2021-02-08,50.919998,52.360001,48.779999,50.520000,47.071598,138428400
2021-02-15,51.959999,53.270000,51.619999,52.369999,49.623970,96804600
2021-02-22,52.590000,57.250000,52.590000,54.369999,51.519104,163653500
2021-03-01,56.470001,61.049999,55.880001,60.930000,57.735123,206227100
2021-03-08,61.580002,62.549999,59.470001,61.970001,58.720592,150604900
2021-03-15,61.490002,61.860001,55.810001,56.490002,53.527939,210506100
2021-03-22,56.500000,57.779999,54.450001,57.709999,54.683968,158312600
2021-03-29,57.340000,57.820000,55.799999,57.389999,54.380745,88328800
2021-04-05,57.299999,57.540001,55.320000,55.869999,52.940449,106596100
2021-04-12,56.759998,58.009998,55.090000,56.660000,53.689026,113662800
2021-04-19,56.750000,57.139999,54.299999,55.570000,52.656174,96469000
2021-04-26,55.470001,59.480000,55.439999,57.240002,54.238613,117929000
2021-05-03,57.980000,62.470001,57.740002,62.430000,59.156475,136005400
2021-05-10,63.240002,64.019997,58.750000,60.770000,57.583519,145950500
2021-05-17,60.540001,62.299999,58.240002,58.919998,56.643860,120828300
2021-05-24,59.080002,59.799999,57.900002,58.369999,56.115105,118517900
2021-05-31,59.450001,61.700001,59.450001,61.450001,59.076126,92153100
2021-06-07,61.330002,63.980000,60.669998,62.169998,59.768307,118684700
2021-06-14,62.299999,64.800003,60.240002,60.400002,58.066689,140600000
2021-06-21,60.930000,64.930000,60.900002,64.660004,62.162121,116994100
2021-06-28,64.559998,64.559998,62.419998,63.169998,60.729679,95110400
2021-07-05,62.750000,62.759998,59.310001,61.230000,58.864624,82804100
2021-07-12,60.419998,61.730000,57.150002,57.320000,55.105671,103430900
2021-07-19,55.639999,58.299999,54.599998,57.040001,54.836491,113215900
2021-07-26,57.160000,59.330002,57.000000,57.570000,55.346012,99364900
2021-08-02,57.549999,59.060001,56.810001,57.860001,55.624809,90019000
2021-08-09,57.130001,58.500000,56.299999,56.770000,54.576916,91735500
2021-08-16,56.020000,56.299999,52.099998,52.740002,51.470020,102935500
2021-08-23,53.950001,56.209999,53.950001,55.770000,54.427059,80483600
2021-08-30,56.240002,56.340000,53.599998,54.869999,53.548729,99967600
2021-09-06,54.669998,55.270000,53.299999,53.980000,52.680157,67345600
2021-09-13,54.650002,56.750000,54.410000,55.160000,53.831745,113141100
2021-09-20,53.779999,57.820000,52.959999,57.590000,56.203232,118340500
2021-09-27,58.849998,60.990002,58.810001,60.930000,59.462803,149711200
2021-10-04,61.320000,62.700001,59.750000,62.180000,60.682705,130573700
2021-10-11,63.029999,63.070000,60.209999,62.590000,61.082832,91998900
2021-10-18,63.090000,63.869999,62.270000,63.119999,61.600067,82352600
2021-10-25,63.720001,65.940002,63.580002,64.470001,62.917561,105882100
2021-11-01,65.070000,66.080002,63.660000,65.019997,63.454319,89614400
2021-11-08,65.550003,66.379997,63.580002,63.820000,62.283215,88132700
2021-11-15,63.759998,65.370003,60.410000,60.669998,60.004787,100358600
2021-11-22,60.320000,63.849998,59.540001,61.250000,60.578430,84029600
2021-11-29,62.570000,63.139999,59.139999,60.889999,60.222378,135787500
2021-12-06,61.720001,63.349998,61.419998,63.009998,62.319134,92078000
2021-12-13,62.470001,62.720001,59.689999,60.029999,59.371807,125832600
2021-12-20,58.790001,61.840000,57.959999,61.020000,60.350952,69219800
2021-12-27,60.930000,62.310001,60.419998,61.189999,60.519089,64120600
2022-01-03,61.240002,69.180000,61.209999,68.879997,68.124771,151553600
2022-01-10,68.970001,72.150002,67.949997,71.870003,71.081993,122797600
2022-01-17,72.820000,74.370003,71.040001,72.169998,71.378700,122042600
2022-01-24,70.879997,76.010002,69.809998,75.279999,74.454597,175808200
2022-01-31,74.970001,82.529999,74.269997,81.410004,80.517395,188144800
2022-02-07,81.139999,83.080002,77.790001,80.209999,79.330544,179941400
2022-02-14,79.580002,79.839996,76.419998,77.360001,77.360001,128595300
2022-02-21,79.669998,79.790001,74.029999,77.839996,77.839996,135843000
2022-02-28,76.510002,84.279999,76.199997,84.089996,84.089996,189527100
2022-03-07,84.919998,91.510002,81.599998,84.919998,84.919998,272704500
2022-03-14,83.059998,83.449997,76.250000,78.669998,78.669998,198736200
2022-03-21,80.120003,85.489998,79.739998,85.199997,85.199997,126207700
2022-03-28,83.169998,84.400002,79.760002,83.120003,83.120003,117195000
2022-04-04,83.559998,87.209999,82.050003,86.839996,86.839996,118376300
2022-04-11,85.779999,86.820000,83.500000,85.599998,85.599998,44244300
